,",Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM"
479,"11,Tyrese Maxey,4:32,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,2,2,-9,2/25/2021,,,,,,,,,,,,,,,"
480,"12,Tony Bradley,4:06,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-7,2/25/2021,,,,,,,,,,,,,,,"
481,"13,Terrance Ferguson,4:06,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-7,2/25/2021,,,,,,,,,,,,,,,"
482,"14,Vincent Poirier,2:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2,2/25/2021,,,,,,,,,,,,,,,"
483,"15,Team Totals,240,39,90,.433,12,29,.414,21,25,.840,8,31,39,26,11,6,7,19,111,,2/25/2021,,,,,,,,,,,,,,,"
484,"0,Ben Simmons,32:17,,,,,,,,,,,,,,,,,,,,,.568,.545,.000,.455,3.1,7.3,5.0,34.6,3.1,3.4,0.0,18.2,134,103,8.2"
485,"1,Seth Curry,29:02,,,,,,,,,,,,,,,,,,,,,.833,.833,.333,.000,0.0,12.1,5.6,11.4,5.2,3.8,10.0,15.3,138,96,11.2"
486,"2,Joel Embiid,27:41,,,,,,,,,,,,,,,,,,,,,.455,.300,.250,.600,10.8,25.4,17.5,22.9,3.6,3.9,0.0,40.6,110,95,8.0"
487,"3,Danny Green,23:16,,,,,,,,,,,,,,,,,,,,,.750,.750,1.000,.000,0.0,20.1,9.3,5.9,4.3,0.0,0.0,7.6,143,98,3.4"
488,"4,Tobias Harris,22:17,,,,,,,,,,,,,,,,,,,,,.381,.286,.143,.286,0.0,10.5,4.8,12.4,2.3,0.0,0.0,15.7,91,106,-5.2"
489,"5,Mike Scott,21:37,,,,,,,,,,,,,,,,,,,,,.600,.600,1.000,.000,0.0,16.2,7.5,0.0,0.0,0.0,0.0,10.3,111,109,-2.7"
490,"6,Shake Milton,19:15,,,,,,,,,,,,,,,,,,,,,.360,.308,.231,.154,5.2,18.2,11.2,51.5,0.0,0.0,12.6,36.7,85,109,-9.5"
491,"7,Furkan Korkmaz,18:59,,,,,,,,,,,,,,,,,,,,,.571,.571,.714,.286,0.0,6.2,2.8,16.1,0.0,0.0,0.0,18.4,119,113,-0.9"
492,"8,Dwight Howard,16:13,,,,,,,,,,,,,,,,,,,,,.888,.857,.143,.286,18.5,36.1,26.6,13.9,3.1,20.2,27.6,29.8,126,84,14.7"
493,"9,Matisse Thybulle,10:01,,,,,,,,,,,,,,,,,,,,,.000,.000,1.000,.000,0.0,11.7,5.4,0.0,0.0,0.0,0.0,4.4,0,111,-17.1"
494,"10,Tyrese Maxey,4:32,,,,,,,,,,,,,,,,,,,,,.500,.500,.000,.000,0.0,25.8,11.9,37.3,0.0,0.0,0.0,19.6,116,106,-7.0"
495,"11,Isaiah Joe,4:32,,,,,,,,,,,,,,,,,,,,,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,129,115,5.8"
496,"12,Terrance Ferguson,4:06,,,,,,,,,,,,,,,,,,,,,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0,114,-23.1"
497,"13,Tony Bradley,4:06,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,200,115,2.3"
498,"14,Vincent Poirier,2:06,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.2,0,114,-40.3"
499,"15,Team Totals,240,,,,,,,,,,,,,,,,,,,,,.550,.500,.322,.278,16.7,75.6,43.8,66.7,11.5,13.6,6.5,100.0,116.2,101.5,"
500,"0,Ben Simmons,39:03,8,15,.533,0,0,,1,2,.500,3,8,11,10,1,1,1,2,17,-11,1/27/2021,,,,,,,,,,,,,,,"
501,"1,Joel Embiid,37:43,8,18,.444,1,3,.333,11,13,.846,1,5,6,4,0,2,5,4,28,+8,1/27/2021,,,,,,,,,,,,,,,"
502,"2,Tobias Harris,36:40,10,16,.625,2,4,.500,2,4,.500,0,7,7,3,1,0,3,3,24,-3,1/27/2021,,,,,,,,,,,,,,,"
503,"3,Danny Green,36:14,5,11,.455,4,9,.444,0,0,,2,4,6,1,1,2,0,1,14,+8,1/27/2021,,,,,,,,,,,,,,,"
504,"4,Seth Curry,30:32,1,6,.167,0,3,.000,0,0,,0,1,1,3,1,1,1,3,2,+3,1/27/2021,,,,,,,,,,,,,,,"
505,"5,Shake Milton,20:35,4,8,.500,0,2,.000,1,1,1.000,0,3,3,3,1,0,1,3,9,+5,1/27/2021,,,,,,,,,,,,,,,"
506,"6,Matisse Thybulle,15:14,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,3,0,0,3,1,+1,1/27/2021,,,,,,,,,,,,,,,"
507,"7,Furkan Korkmaz,10:37,3,5,.600,2,3,.667,0,0,,0,0,0,0,1,0,0,1,8,+4,1/27/2021,,,,,,,,,,,,,,,"
508,"8,Dwight Howard,7:27,0,0,,0,0,,0,4,.000,1,3,4,0,1,1,0,4,0,-6,1/27/2021,,,,,,,,,,,,,,,"
509,"9,Tyrese Maxey,5:55,2,5,.400,0,0,,0,0,,0,0,0,0,0,0,0,0,4,-4,1/27/2021,,,,,,,,,,,,,,,"
510,"10,Tony Bradley,240,41,85,.482,9,25,.360,16,26,.615,7,31,38,24,10,7,11,24,107,,1/27/2021,,,,,,,,,,,,,,,"
511,"11,Vincent Poirier,1/27/2021,Isaiah Joe,1/27/2021,Team Totals,1/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
512,"0,Ben Simmons,39:03,,,,,,,,,,,,,,,,,,,,,.535,.533,.000,.133,9.7,26.6,18.0,39.4,1.2,2.0,5.9,19.3,127,109,8.2"
513,"1,Joel Embiid,37:43,,,,,,,,,,,,,,,,,,,,,.590,.472,.167,.722,3.3,17.2,10.2,16.5,0.0,4.1,17.4,34.0,106,110,1.7"
514,"2,Tobias Harris,36:40,,,,,,,,,,,,,,,,,,,,,.676,.688,.250,.250,0.0,24.8,12.2,14.1,1.3,0.0,14.5,25.3,114,110,4.0"
515,"3,Danny Green,36:14,,,,,,,,,,,,,,,,,,,,,.636,.636,.818,.000,7.0,14.3,10.6,3.9,1.3,4.3,0.0,13.6,132,108,6.9"
516,"4,Seth Curry,30:32,,,,,,,,,,,,,,,,,,,,,.167,.167,.500,.000,0.0,4.2,2.1,12.0,1.6,2.5,14.3,10.2,53,110,-9.1"
517,"5,Shake Milton,20:35,,,,,,,,,,,,,,,,,,,,,.533,.500,.250,.125,0.0,18.9,9.3,22.1,2.4,0.0,10.6,20.5,107,109,-1.4"
518,"6,Matisse Thybulle,15:14,,,,,,,,,,,,,,,,,,,,,.266,.000,1.000,2.000,0.0,0.0,0.0,0.0,9.6,0.0,0.0,5.5,60,96,1.0"
519,"7,Furkan Korkmaz,10:37,,,,,,,,,,,,,,,,,,,,,.800,.800,.600,.000,0.0,0.0,0.0,0.0,4.6,0.0,0.0,21.0,145,107,14.0"
520,"8,Dwight Howard,7:27,,,,,,,,,,,,,,,,,,,,,.000,,,,17.0,52.2,34.4,0.0,6.5,10.4,0.0,10.6,41,84,-9.2"
521,"9,Tyrese Maxey,5:55,,,,,,,,,,,,,,,,,,,,,.400,.400,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,78,117,-11.4"
522,"10,Tony Bradley,240,,,,,,,,,,,,,,,,,,,,,.555,.535,.294,.306,18.4,83.8,50.7,58.5,10.2,11.3,10.2,100.0,108.7,107.7,"
523,"11,Vincent Poirier,Isaiah Joe,,,,,,,,,,,,,,,,,,,,,Team Totals,,,,,,,,,,,,,,"
524,"0,Tobias Harris,35:23,14,21,.667,3,6,.500,3,3,1.000,1,6,7,7,1,1,1,4,34,-6,2/27/2020,,,,,,,,,,,,,,,"
525,"1,Josh Richardson,34:10,5,13,.385,0,4,.000,1,2,.500,1,6,7,3,1,2,0,2,11,-5,2/27/2020,,,,,,,,,,,,,,,"
526,"2,Al Horford,33:39,5,10,.500,4,4,1.000,1,2,.500,1,6,7,9,1,1,1,1,15,+12,2/27/2020,,,,,,,,,,,,,,,"
527,"3,Shake Milton,31:34,6,7,.857,5,5,1.000,2,2,1.000,1,2,3,4,1,2,1,3,19,+5,2/27/2020,,,,,,,,,,,,,,,"
528,"4,Glenn Robinson,21:05,2,6,.333,0,0,,0,0,,2,1,3,2,0,0,1,1,4,+6,2/27/2020,,,,,,,,,,,,,,,"
529,"5,Furkan Korkmaz,25:30,5,9,.556,1,3,.333,0,0,,0,1,1,2,0,0,1,0,11,+4,2/27/2020,,,,,,,,,,,,,,,"
530,"6,Alec Burks,17:57,2,10,.200,1,4,.250,2,2,1.000,0,4,4,2,0,0,0,1,7,+11,2/27/2020,,,,,,,,,,,,,,,"
531,"7,Matisse Thybulle,14:41,3,8,.375,0,2,.000,0,0,,1,0,1,1,1,0,0,0,6,+4,2/27/2020,,,,,,,,,,,,,,,"
532,"8,Kyle O'Quinn,14:21,1,2,.500,0,0,,1,2,.500,3,7,10,1,0,1,0,4,3,-3,2/27/2020,,,,,,,,,,,,,,,"
533,"9,Mike Scott,11:40,2,5,.400,1,3,.333,0,0,,1,0,1,1,0,0,1,1,5,+17,2/27/2020,,,,,,,,,,,,,,,"
534,"10,Norvel Pelle,240,45,91,.495,15,31,.484,10,13,.769,11,33,44,32,5,7,6,17,115,,2/27/2020,,,,,,,,,,,,,,,"
535,"11,Raul Neto,2/27/2020,Team Totals,2/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
536,"0,Tobias Harris,35:23,,,,,,,,,,,,,,,,,,,,,.762,.738,.286,.143,3.3,19.4,11.4,36.5,1.5,2.3,4.3,30.8,154,115,15.6"
537,"1,Josh Richardson,34:10,,,,,,,,,,,,,,,,,,,,,.396,.385,.308,.154,3.4,20.1,11.8,11.1,1.6,4.7,0.0,19.0,100,114,-6.4"
538,"2,Al Horford,33:39,,,,,,,,,,,,,,,,,,,,,.689,.700,.400,.200,3.5,20.4,12.0,33.9,1.6,2.4,8.4,16.5,149,116,11.4"
539,"3,Shake Milton,31:34,,,,,,,,,,,,,,,,,,,,,1.206,1.214,.714,.286,3.7,7.2,5.5,17.0,1.7,5.1,11.3,13.1,199,115,15.0"
540,"4,Glenn Robinson,21:05,,,,,,,,,,,,,,,,,,,,,.333,.333,.000,.000,11.1,5.4,8.2,11.3,0.0,0.0,14.3,15.5,92,124,-13.1"
541,"5,Furkan Korkmaz,25:30,,,,,,,,,,,,,,,,,,,,,.611,.611,.333,.000,0.0,4.5,2.3,10.6,0.0,0.0,10.0,18.3,114,125,-6.3"
542,"6,Alec Burks,17:57,,,,,,,,,,,,,,,,,,,,,.322,.250,.400,.200,0.0,25.5,12.9,13.5,0.0,0.0,0.0,28.3,85,120,-15.7"
543,"7,Matisse Thybulle,14:41,,,,,,,,,,,,,,,,,,,,,.375,.375,.250,.000,8.0,0.0,3.9,9.3,3.6,0.0,0.0,25.5,94,118,-9.9"
544,"8,Kyle O'Quinn,14:21,,,,,,,,,,,,,,,,,,,,,.521,.500,.000,1.000,24.5,55.7,40.3,8.0,0.0,5.6,0.0,9.4,155,106,-4.3"
545,"9,Mike Scott,11:40,,,,,,,,,,,,,,,,,,,,,.500,.500,.600,.000,10.0,0.0,5.0,11.2,0.0,0.0,16.7,24.0,98,125,-10.7"
546,"10,Norvel Pelle,240,,,,,,,,,,,,,,,,,,,,,.594,.577,.341,.143,26.8,78.6,53.0,71.1,5.5,11.7,5.8,100.0,127.6,117.7,"
547,"11,Raul Neto,Team Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
548,"0,Ben Simmons,40:47,11,17,.647,1,1,1.000,1,4,.250,1,6,7,8,1,0,7,4,24,-3,2/27/2021,,,,,,,,,,,,,,,"
549,"1,Joel Embiid,40:28,13,22,.591,2,3,.667,14,16,.875,3,10,13,6,1,2,3,4,42,+5,2/27/2021,,,,,,,,,,,,,,,"
550,"2,Seth Curry,38:49,1,13,.077,1,7,.143,1,2,.500,0,2,2,2,1,0,1,1,4,+7,2/27/2021,,,,,,,,,,,,,,,"
551,"3,Danny Green,36:41,3,8,.375,3,8,.375,0,0,,1,3,4,1,2,3,2,4,9,-1,2/27/2021,,,,,,,,,,,,,,,"
552,"4,Furkan Korkmaz,19:34,3,9,.333,1,5,.200,1,3,.333,1,3,4,1,0,0,1,1,8,-3,2/27/2021,,,,,,,,,,,,,,,"
553,"5,Shake Milton,31:41,3,8,.375,0,2,.000,5,6,.833,1,5,6,2,1,2,1,5,11,-5,2/27/2021,,,,,,,,,,,,,,,"
554,"6,Mike Scott,19:03,2,2,1.000,1,1,1.000,0,2,.000,0,4,4,1,1,0,1,1,5,-1,2/27/2021,,,,,,,,,,,,,,,"
555,"7,Matisse Thybulle,17:27,2,3,.667,1,1,1.000,0,0,,0,1,1,1,2,1,0,2,5,-6,2/27/2021,,,,,,,,,,,,,,,"
556,"8,Dwight Howard,12:31,0,1,.000,0,0,,1,2,.500,1,3,4,2,0,1,3,4,1,-8,2/27/2021,,,,,,,,,,,,,,,"
557,"9,Tyrese Maxey,7:57,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,0,0,0,2/27/2021,,,,,,,,,,,,,,,"
558,"10,Terrance Ferguson,265,38,83,.458,10,28,.357,23,35,.657,8,38,46,25,9,10,19,26,109,,2/27/2021,,,,,,,,,,,,,,,"
559,"11,Tony Bradley,2/27/2021,Isaiah Joe,2/27/2021,Vincent Poirier,2/27/2021,Team Totals,2/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
560,"0,Ben Simmons,40:47,,,,,,,,,,,,,,,,,,,,,.640,.676,.059,.235,2.8,15.3,9.3,43.9,1.2,0.0,27.2,28.5,98,106,-1.7"
561,"1,Joel Embiid,40:28,,,,,,,,,,,,,,,,,,,,,.723,.636,.136,.727,8.4,25.7,17.4,37.5,1.2,3.6,9.4,35.7,139,100,17.5"
562,"2,Seth Curry,38:49,,,,,,,,,,,,,,,,,,,,,.144,.115,.538,.154,0.0,5.4,2.8,7.5,1.3,0.0,6.7,17.3,38,109,-16.4"
563,"3,Danny Green,36:41,,,,,,,,,,,,,,,,,,,,,.563,.563,1.000,.000,3.1,8.5,5.9,4.3,2.7,5.9,20.0,12.3,90,101,0.3"
564,"4,Furkan Korkmaz,19:34,,,,,,,,,,,,,,,,,,,,,.388,.389,.556,.333,5.8,15.9,11.1,9.1,0.0,0.0,8.8,26.1,79,109,-10.4"
565,"5,Shake Milton,31:41,,,,,,,,,,,,,,,,,,,,,.517,.375,.250,.750,3.6,16.4,10.2,10.1,1.5,4.6,8.6,16.6,108,102,-2.8"
566,"6,Mike Scott,19:03,,,,,,,,,,,,,,,,,,,,,.868,1.250,.500,1.000,0.0,21.8,11.4,8.6,2.6,0.0,25.8,9.2,103,101,2.1"
567,"7,Matisse Thybulle,17:27,,,,,,,,,,,,,,,,,,,,,.833,.833,.333,.000,0.0,6.0,3.1,9.5,5.6,4.2,0.0,7.8,162,97,9.1"
568,"8,Dwight Howard,12:31,,,,,,,,,,,,,,,,,,,,,.266,.000,.000,2.000,9.0,24.9,17.3,22.3,0.0,5.8,61.5,17.6,52,101,-14.3"
569,"9,Tyrese Maxey,7:57,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.1,6.8,17.5,0.0,9.1,,0.0,226,103,2.8"
570,"10,Terrance Ferguson,265,,,,,,,,,,,,,,,,,,,,,.554,.518,.337,.422,17.0,74.5,46.9,65.8,8.3,13.7,16.2,100.0,100.4,103.2,"
571,"11,Tony Bradley,Isaiah Joe,,,,,,,,,,,,,,,,,,,,,Vincent Poirier,Team Totals,,,,,,,,,,,,,"
572,"0,Tobias Harris,36:46,6,10,.600,1,3,.333,1,2,.500,0,7,7,4,0,0,2,1,14,+11,1/28/2020,,,,,,,,,,,,,,,"
573,"1,Al Horford,31:29,4,11,.364,2,6,.333,2,2,1.000,0,11,11,8,1,0,2,1,12,+7,1/28/2020,,,,,,,,,,,,,,,"
574,"2,Ben Simmons,27:16,4,11,.364,0,0,,9,10,.900,0,4,4,5,1,0,2,2,17,-4,1/28/2020,,,,,,,,,,,,,,,"
575,"3,Joel Embiid,26:15,9,13,.692,1,3,.333,5,8,.625,2,8,10,1,0,1,5,2,24,+10,1/28/2020,,,,,,,,,,,,,,,"
576,"4,Shake Milton,25:45,5,6,.833,1,2,.500,0,0,,0,1,1,2,1,0,2,3,11,+8,1/28/2020,,,,,,,,,,,,,,,"
577,"5,Matisse Thybulle,23:47,2,5,.400,1,4,.250,0,0,,0,2,2,3,0,0,0,4,5,-4,1/28/2020,,,,,,,,,,,,,,,"
578,"6,Furkan Korkmaz,21:55,3,7,.429,2,6,.333,0,0,,0,2,2,2,0,2,1,1,8,+6,1/28/2020,,,,,,,,,,,,,,,"
579,"7,Raul Neto,20:44,7,10,.700,3,5,.600,2,2,1.000,0,2,2,2,1,0,0,3,19,+15,1/28/2020,,,,,,,,,,,,,,,"
580,"8,Mike Scott,11:14,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,0,0,0,1/28/2020,,,,,,,,,,,,,,,"
581,"9,Zhaire Smith,9:50,1,5,.200,0,2,.000,1,2,.500,0,1,1,0,1,0,0,1,3,+2,1/28/2020,,,,,,,,,,,,,,,"
582,"10,James Ennis,4:59,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,0,0,2,+4,1/28/2020,,,,,,,,,,,,,,,"
583,"11,Trey Burke,240,42,82,.512,11,32,.344,20,26,.769,2,42,44,28,5,3,14,18,115,,1/28/2020,,,,,,,,,,,,,,,"
584,"12,Kyle O'Quinn,1/28/2020,Team Totals,1/28/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
585,"0,Tobias Harris,36:46,,,,,,,,,,,,,,,,,,,,,.643,.650,.300,.200,0.0,19.0,10.9,15.3,0.0,0.0,15.5,15.7,110,105,-0.2"
586,"1,Al Horford,31:29,,,,,,,,,,,,,,,,,,,,,.505,.455,.545,.182,0.0,34.9,20.0,34.0,1.5,0.0,14.4,19.7,105,98,5.6"
587,"2,Ben Simmons,27:16,,,,,,,,,,,,,,,,,,,,,.552,.364,.000,.909,0.0,14.7,8.4,25.2,1.7,0.0,11.5,28.5,110,101,-0.2"
588,"3,Joel Embiid,26:15,,,,,,,,,,,,,,,,,,,,,.726,.731,.231,.615,10.2,30.5,21.8,7.2,0.0,3.9,23.2,36.6,106,99,2.0"
589,"4,Shake Milton,25:45,,,,,,,,,,,,,,,,,,,,,.917,.917,.333,.000,0.0,3.9,2.2,11.4,1.8,0.0,25.0,13.9,125,103,0.6"
590,"5,Matisse Thybulle,23:47,,,,,,,,,,,,,,,,,,,,,.500,.500,.800,.000,0.0,8.4,4.8,15.9,0.0,0.0,0.0,9.4,114,106,-3.3"
591,"6,Furkan Korkmaz,21:55,,,,,,,,,,,,,,,,,,,,,.571,.571,.857,.000,0.0,9.1,5.2,12.4,0.0,9.3,12.5,16.3,99,99,2.5"
592,"7,Raul Neto,20:44,,,,,,,,,,,,,,,,,,,,,.873,.850,.500,.200,0.0,9.6,5.5,18.0,2.3,0.0,0.0,23.4,163,101,14.9"
593,"8,Mike Scott,11:14,,,,,,,,,,,,,,,,,,,,,.000,.000,.500,.000,0.0,17.8,10.2,10.2,0.0,0.0,0.0,8.0,30,105,-7.8"
594,"9,Zhaire Smith,9:50,,,,,,,,,,,,,,,,,,,,,.255,.200,.400,.400,0.0,10.2,5.8,0.0,4.7,0.0,0.0,26.7,51,95,-14.4"
595,"10,James Ennis,4:59,,,,,,,,,,,,,,,,,,,,,.500,.500,.000,.000,0.0,40.1,22.9,0.0,0.0,0.0,0.0,17.9,90,101,-3.5"
596,"11,Trey Burke,240,,,,,,,,,,,,,,,,,,,,,.615,.579,.390,.317,5.6,87.5,52.4,66.7,4.9,6.4,13.0,100.0,111.8,101.1,"
597,"12,Kyle O'Quinn,Team Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
598,"0,Joel Embiid,37:53,7,17,.412,1,6,.167,14,16,.875,4,12,16,4,2,2,5,1,29,+15,12/29/2020,,,,,,,,,,,,,,,"
599,"1,Tobias Harris,37:52,11,20,.550,2,5,.400,2,2,1.000,2,9,11,3,2,2,2,1,26,+21,12/29/2020,,,,,,,,,,,,,,,"
600,"2,Ben Simmons,36:46,3,11,.273,0,0,,5,8,.625,0,13,13,7,1,1,3,1,11,+10,12/29/2020,,,,,,,,,,,,,,,"
601,"3,Seth Curry,32:38,5,11,.455,3,6,.500,4,4,1.000,1,5,6,4,1,1,3,4,17,+1,12/29/2020,,,,,,,,,,,,,,,"
602,"4,Danny Green,28:34,3,7,.429,1,4,.250,0,0,,1,1,2,0,2,2,2,1,7,+5,12/29/2020,,,,,,,,,,,,,,,"
603,"5,Shake Milton,25:40,2,10,.200,1,6,.167,2,2,1.000,0,1,1,2,2,0,0,3,7,+6,12/29/2020,,,,,,,,,,,,,,,"
604,"6,Matisse Thybulle,12:21,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-8,12/29/2020,,,,,,,,,,,,,,,"
605,"7,Mike Scott,10:08,1,3,.333,0,2,.000,1,1,1.000,1,1,2,0,0,1,0,2,3,-14,12/29/2020,,,,,,,,,,,,,,,"
606,"8,Dwight Howard,10:07,0,0,,0,0,,0,0,,0,3,3,0,0,1,3,2,0,-8,12/29/2020,,,,,,,,,,,,,,,"
607,"9,Tyrese Maxey,8:01,0,3,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,+7,12/29/2020,,,,,,,,,,,,,,,"
608,"10,Dakota Mathias,240,32,84,.381,8,31,.258,28,33,.848,9,45,54,21,10,10,18,15,100,,12/29/2020,,,,,,,,,,,,,,,"
609,"11,Terrance Ferguson,12/29/2020,Vincent Poirier,12/29/2020,Isaiah Joe,12/29/2020,Tony Bradley,12/29/2020,Team Totals,12/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,"
610,"0,Joel Embiid,37:53,,,,,,,,,,,,,,,,,,,,,.603,.441,.353,.941,11.0,27.6,20.1,21.9,2.4,5.6,17.2,31.6,112,84,9.5"
611,"1,Tobias Harris,37:52,,,,,,,,,,,,,,,,,,,,,.623,.600,.250,.100,5.5,20.7,13.8,21.1,2.4,5.6,8.7,24.9,116,86,10.7"
612,"2,Ben Simmons,36:46,,,,,,,,,,,,,,,,,,,,,.379,.273,.000,.727,0.0,30.9,16.8,32.5,1.3,2.9,17.1,19.6,81,87,-1.0"
613,"3,Seth Curry,32:38,,,,,,,,,,,,,,,,,,,,,.666,.591,.545,.364,3.2,13.4,8.7,23.9,1.4,3.3,19.0,19.9,114,93,3.7"
614,"4,Danny Green,28:34,,,,,,,,,,,,,,,,,,,,,.500,.500,.571,.000,3.7,3.1,3.3,0.0,3.2,7.5,22.2,13.0,77,90,0.3"
615,"5,Shake Milton,25:40,,,,,,,,,,,,,,,,,,,,,.322,.250,.600,.200,0.0,3.4,1.9,13.2,3.6,0.0,0.0,17.5,78,93,-4.8"
616,"6,Matisse Thybulle,12:21,,,,,,,,,,,,,,,,,,,,,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0,104,-11.7"
617,"7,Mike Scott,10:08,,,,,,,,,,,,,,,,,,,,,.436,.333,.667,.333,10.3,8.6,9.4,0.0,0.0,10.5,0.0,14.0,105,94,-3.0"
618,"8,Dwight Howard,10:07,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.9,14.1,0.0,0.0,10.5,100.0,12.2,0,87,-18.6"
619,"9,Tyrese Maxey,8:01,,,,,,,,,,,,,,,,,,,,,.000,.000,.667,.000,0.0,0.0,0.0,18.7,0.0,0.0,0.0,15.4,18,104,-15.9"
620,"10,Tony Bradley,240,,,,,,,,,,,,,,,,,,,,,.508,.429,.369,.393,19.6,81.8,53.5,65.6,9.6,22.2,15.4,100.0,96.3,89.6,"
621,"11,Dakota Mathias,Terrance Ferguson,,,,,,,,,,,,,,,,,,,,,Vincent Poirier,Isaiah Joe,Team Totals,,,,,,,,,,,,"
622,"0,Tobias Harris,36:52,9,14,.643,4,7,.571,2,2,1.000,0,9,9,6,4,3,5,2,24,+20,1/2/2021,,,,,,,,,,,,,,,"
623,"1,Joel Embiid,36:44,7,11,.636,1,2,.500,4,6,.667,3,11,14,4,1,1,5,2,19,+19,1/2/2021,,,,,,,,,,,,,,,"
624,"2,Ben Simmons,36:32,6,9,.667,0,0,,3,5,.600,1,11,12,11,1,1,4,4,15,+11,1/2/2021,,,,,,,,,,,,,,,"
625,"3,Seth Curry,34:15,8,11,.727,3,6,.500,2,2,1.000,0,0,0,6,1,1,2,0,21,+13,1/2/2021,,,,,,,,,,,,,,,"
626,"4,Danny Green,25:47,4,7,.571,3,6,.500,2,3,.667,1,1,2,4,0,0,1,3,13,+6,1/2/2021,,,,,,,,,,,,,,,"
627,"5,Shake Milton,25:14,7,13,.538,3,8,.375,1,2,.500,1,3,4,1,1,0,1,2,18,+5,1/2/2021,,,,,,,,,,,,,,,"
628,"6,Tyrese Maxey,17:55,4,8,.500,1,2,.500,0,0,,0,2,2,2,1,0,1,1,9,+2,1/2/2021,,,,,,,,,,,,,,,"
629,"7,Matisse Thybulle,15:25,1,4,.250,1,4,.250,0,0,,1,0,1,1,1,1,0,2,3,+3,1/2/2021,,,,,,,,,,,,,,,"
630,"8,Dwight Howard,11:16,1,2,.500,0,0,,3,4,.750,0,1,1,0,0,0,2,1,5,-4,1/2/2021,,,,,,,,,,,,,,,"
631,"9,Vincent Poirier,240,47,79,.595,16,35,.457,17,24,.708,7,38,45,35,10,7,21,17,127,,1/2/2021,,,,,,,,,,,,,,,"
632,"10,Isaiah Joe,1/2/2021,Tony Bradley,1/2/2021,Terrance Ferguson,1/2/2021,Paul Reed,1/2/2021,Dakota Mathias,1/2/2021,Team Totals,1/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,"
633,"0,Tobias Harris,36:52,,,,,,,,,,,,,,,,,,,,,.806,.786,.500,.143,0.0,22.5,13.8,22.1,5.2,6.9,25.2,23.4,121,98,11.8"
634,"1,Joel Embiid,36:44,,,,,,,,,,,,,,,,,,,,,.696,.682,.182,.545,11.9,27.6,21.5,13.8,1.3,2.3,26.8,22.0,114,108,-1.1"
635,"2,Ben Simmons,36:32,,,,,,,,,,,,,,,,,,,,,.670,.667,.000,.556,4.0,27.8,18.5,36.9,1.3,2.3,26.3,18.1,129,108,3.2"
636,"3,Seth Curry,34:15,,,,,,,,,,,,,,,,,,,,,.884,.864,.545,.182,0.0,0.0,0.0,23.5,1.4,2.5,14.4,17.6,154,119,7.0"
637,"4,Danny Green,25:47,,,,,,,,,,,,,,,,,,,,,.781,.786,.857,.429,5.6,3.6,4.4,18.8,0.0,0.0,10.7,15.7,149,123,2.0"
638,"5,Shake Milton,25:14,,,,,,,,,,,,,,,,,,,,,.648,.654,.615,.154,5.8,11.0,9.0,5.6,1.9,0.0,6.7,25.6,119,115,-1.6"
639,"6,Tyrese Maxey,17:55,,,,,,,,,,,,,,,,,,,,,.563,.563,.250,.000,0.0,10.3,6.3,14.8,2.7,0.0,11.1,21.8,106,114,-4.1"
640,"7,Matisse Thybulle,15:25,,,,,,,,,,,,,,,,,,,,,.375,.375,1.000,.000,9.4,0.0,3.7,7.1,3.1,5.5,0.0,11.3,107,113,-1.8"
